"Date","R2","MSE","SEP","RPD","BIAS"
"2019-03-06 13:57:30.189499","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 13:58:16.317450","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 13:59:09.324493","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 13:59:34.984135","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 14:00:03.742092","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 14:01:55.458612","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 14:02:53.242807","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:04:52.664802","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:06:12.702700","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:07:27.847502","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:09:06.536655","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:13:31.958342","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:14:08.530553","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:17:04.180995","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:27:44.667481","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 15:33:44.828713","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:45:53.499084","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:51:59.933423","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:52:37.260405","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:56:01.146049","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:57:41.980689","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 16:58:43.686968","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 17:00:29.054245","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 17:03:07.999004","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 17:43:55.960301","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 18:38:38.781812","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-06 18:41:01.506188","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-07 08:43:10.197981","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-07 10:35:10.279523","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-07 15:50:13.062707","0.4981374251005356","0.5652301365219692","0.7385231942751991","1.4369978220232582","0.14076088959482116"
"2019-03-08 19:01:28.922546","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:03:52.988670","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:05:43.196015","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:09:22.618511","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:20:22.739613","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:21:50.258675","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:23:36.027869","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:25:19.725606","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:26:46.645817","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:27:56.356269","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:28:46.762772","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:29:32.383257","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:31:01.371953","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:32:46.335676","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:34:15.225597","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:39:05.758416","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:41:16.563525","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:42:40.939419","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
"2019-03-08 19:43:53.459163","0.5702068609610957","0.7476353532981692","0.8303845259945402","1.5883124055894775","-0.24103296929464207"
